customer_id,name,age,gender,region,plan,join_date,churn_yn,churn_date
C100,김채원,27,남,경기,스탠다드,2021-05-13,N,
C101,이성민,23,여,서울,스탠다드,2022-06-21,N,
C102,조성민,20,남,서울,베이직,2020-06-03,N,
C103,안수빈,31,여,서울,프리미엄,2021-07-12,N,
C104,한지아,45,남,서울,스탠다드,2023-08-05,N,
C105,류도윤,68,남,부산,프리미엄,2023-01-04,N,
C106,류지현,62,여,경기,베이직,2021-02-18,N,
C107,서나연,28,남,경기,베이직,2023-11-13,N,
C108,오다은,25,남,서울,프리미엄,2023-01-28,N,
C109,임유진,20,여,경기,스탠다드,2022-06-07,Y,2024-09-10
C110,이예은,23,남,경기,스탠다드,2021-10-31,N,
C111,류수빈,52,남,부산,베이직,2019-02-20,Y,2024-12-28
C112,이민지,58,여,부산,프리미엄,2022-05-26,N,
C113,이경수,52,남,경기,베이직,2023-02-11,N,
C114,박서연,24,여,기타,베이직,2021-05-23,N,
C115,박혜진,26,여,경기,프리미엄,2024-03-02,N,
C116,이승우,50,여,기타,베이직,2021-02-24,N,
C117,조경수,44,남,경기,프리미엄,2022-03-05,N,
C118,조서연,38,여,경기,베이직,2021-06-29,N,
C119,김승우,56,여,대구,베이직,2019-01-28,N,
C120,한수빈,28,여,서울,베이직,2020-09-04,N,
C121,안준혁,59,여,서울,프리미엄,2021-07-02,N,
C122,윤예은,67,남,부산,베이직,2021-03-22,N,
C123,이혜진,20,여,서울,베이직,2022-05-13,N,
C124,신도윤,23,여,서울,베이직,2022-03-04,N,
C125,오재원,26,여,기타,베이직,2020-01-18,N,
C126,서시우,24,여,기타,스탠다드,2024-06-15,N,
C127,임주원,70,남,기타,스탠다드,2021-08-19,Y,2024-09-28
C128,신예은,25,여,부산,스탠다드,2021-04-11,Y,2024-07-10
C129,권경수,59,여,경기,베이직,2019-05-14,Y,2024-07-09
C130,오동현,62,여,경기,스탠다드,2020-05-07,Y,2024-07-01
C131,박유진,24,남,부산,베이직,2019-04-18,Y,2024-09-10
C132,장민준,67,여,경기,프리미엄,2022-09-09,N,
C133,신예은,40,여,서울,프리미엄,2022-10-25,N,
C134,권지훈,70,남,경기,베이직,2019-02-17,Y,2024-12-20
C135,강승우,31,남,서울,베이직,2024-01-02,N,
C136,서민준,66,남,경기,베이직,2019-04-28,N,
C137,신도윤,43,남,경기,스탠다드,2024-03-11,N,
C138,정다은,39,여,기타,스탠다드,2022-12-29,N,
C139,신다은,64,여,서울,베이직,2021-12-21,N,
C140,임현우,45,남,서울,스탠다드,2019-03-30,N,
C141,류승우,59,여,서울,프리미엄,2019-08-22,N,
C142,최지은,48,남,서울,프리미엄,2022-01-26,N,
C143,한재현,48,여,서울,스탠다드,2023-08-14,N,
C144,전주원,44,여,부산,스탠다드,2023-09-06,N,
C145,신준혁,64,여,서울,베이직,2020-11-20,N,
C146,조태양,67,남,부산,프리미엄,2020-04-17,N,
C147,오태양,60,남,경기,프리미엄,2020-12-19,N,
C148,신시우,41,남,경기,스탠다드,2022-11-26,N,
C149,김태양,70,남,기타,베이직,2021-01-15,N,
C150,임서연,57,여,대구,베이직,2020-07-27,Y,2024-09-20
C151,오성민,33,남,대구,스탠다드,2022-04-21,Y,2024-12-03
C152,최지훈,26,여,인천,스탠다드,2023-08-11,N,
C153,최승우,43,여,서울,프리미엄,2022-05-07,N,
C154,정현우,59,남,경기,프리미엄,2022-11-22,N,
C155,김준혁,28,남,서울,스탠다드,2021-12-22,N,
C156,임동현,23,남,서울,베이직,2023-12-23,N,
C157,한동현,66,여,인천,스탠다드,2019-06-17,N,
C158,이채원,25,남,서울,스탠다드,2021-09-03,N,
C159,최수빈,43,남,서울,베이직,2019-05-17,Y,2024-09-09
C160,서다은,64,여,서울,베이직,2023-11-15,N,
C161,박성민,38,남,경기,스탠다드,2023-03-17,N,
C162,임혜진,29,남,기타,베이직,2023-10-16,N,
C163,서준혁,56,여,경기,스탠다드,2019-03-19,N,
C164,안하은,39,남,인천,프리미엄,2021-10-15,N,
C165,정지아,59,여,경기,스탠다드,2023-05-27,N,
C166,최시우,36,남,서울,베이직,2023-05-19,N,
C167,오소율,45,남,서울,베이직,2021-03-11,N,
C168,장나연,50,남,부산,베이직,2023-04-13,N,
C169,조다은,69,여,인천,스탠다드,2023-07-30,N,
C170,전수아,63,남,기타,베이직,2023-07-24,N,
C171,서하은,64,여,서울,스탠다드,2020-07-21,Y,2024-09-25
C172,조수빈,35,여,기타,스탠다드,2020-02-16,N,
C173,송승우,43,여,인천,프리미엄,2019-06-03,N,
C174,류성민,49,남,기타,프리미엄,2022-02-15,N,
C175,강수아,27,여,인천,프리미엄,2019-07-31,N,
C176,조지아,38,남,서울,베이직,2023-07-28,N,
C177,조시우,50,남,서울,스탠다드,2021-02-18,N,
C178,한지은,36,여,서울,프리미엄,2021-10-13,N,
C179,임서연,23,여,서울,베이직,2019-12-19,N,
C180,김민준,65,남,경기,프리미엄,2022-05-12,N,
C181,류재원,38,남,경기,스탠다드,2024-04-09,N,
C182,오민지,43,남,경기,스탠다드,2024-05-08,N,
C183,최지아,57,여,서울,스탠다드,2022-01-28,N,
C184,송나연,27,여,서울,스탠다드,2021-09-04,N,
C185,권건우,61,남,기타,베이직,2019-10-17,N,
C186,송민준,67,남,경기,프리미엄,2024-05-29,N,
C187,정주원,21,남,경기,스탠다드,2023-10-29,N,
C188,황하은,29,남,경기,베이직,2019-11-02,N,
C189,김재현,50,여,서울,프리미엄,2019-06-11,N,
C190,서재원,54,여,서울,스탠다드,2020-12-20,N,
C191,서재원,26,여,경기,스탠다드,2022-07-26,N,
C192,송서연,48,남,서울,프리미엄,2023-01-15,N,
C193,최소율,32,남,경기,베이직,2020-07-09,N,
C194,정채원,64,여,서울,스탠다드,2022-12-18,Y,2024-12-17
C195,최동현,46,남,경기,베이직,2021-03-21,N,
C196,신준혁,30,남,기타,스탠다드,2022-08-27,N,
C197,권채원,59,남,대구,프리미엄,2019-09-01,N,
C198,류서연,66,여,서울,스탠다드,2020-01-02,N,
C199,최지아,70,여,서울,프리미엄,2020-03-09,N,
C200,황건우,63,남,부산,베이직,2020-10-28,Y,2024-12-14
C201,권민지,44,남,부산,베이직,2020-04-23,N,
C202,신지현,57,남,서울,베이직,2021-01-11,N,
C203,한채원,33,남,인천,베이직,2022-04-07,N,
C204,박지은,68,여,기타,스탠다드,2021-07-23,N,
C205,이채원,49,남,인천,프리미엄,2020-01-26,N,
C206,강다은,24,남,인천,프리미엄,2019-03-30,N,
C207,강건우,37,남,인천,스탠다드,2021-06-01,Y,2024-10-19
C208,전시우,38,남,경기,프리미엄,2022-06-15,N,
C209,임민지,27,여,서울,스탠다드,2019-11-02,N,
C210,황현우,50,여,경기,베이직,2023-03-06,N,
C211,최태양,58,남,서울,프리미엄,2023-05-06,N,
C212,강유진,38,여,경기,베이직,2023-01-22,N,
C213,이수빈,27,여,인천,스탠다드,2024-05-08,N,
C214,오승우,29,남,서울,베이직,2021-09-07,N,
C215,정지현,20,여,경기,스탠다드,2021-03-19,N,
C216,류예은,33,남,대구,프리미엄,2019-03-04,N,
C217,최하은,55,남,경기,스탠다드,2023-02-18,N,
C218,박주원,51,여,인천,스탠다드,2019-02-02,N,
C219,정동현,40,남,대구,스탠다드,2021-04-15,N,
C220,오유진,69,남,서울,스탠다드,2021-12-24,N,
C221,권준혁,22,남,경기,베이직,2022-07-07,N,
C222,송성민,70,여,경기,스탠다드,2022-01-09,Y,2024-07-16
C223,장서연,65,여,기타,스탠다드,2019-10-02,N,
C224,황승우,68,여,경기,스탠다드,2020-12-25,Y,2024-11-13
C225,송수아,23,남,서울,스탠다드,2020-05-07,Y,2024-12-07
C226,박민준,56,여,경기,스탠다드,2020-05-31,N,
C227,윤지훈,69,여,경기,스탠다드,2023-08-02,N,
C228,신건우,63,여,부산,베이직,2020-06-10,Y,2024-10-27
C229,한건우,52,남,서울,스탠다드,2022-05-04,Y,2024-11-28
C230,류유진,37,남,기타,베이직,2020-04-29,Y,2024-10-26
C231,최경수,54,여,서울,베이직,2022-11-25,N,
C232,최준혁,24,여,기타,스탠다드,2021-02-16,Y,2024-10-22
C233,한건우,58,여,경기,스탠다드,2019-01-22,N,
C234,정하은,45,남,부산,프리미엄,2023-10-23,N,
C235,윤재원,34,남,부산,베이직,2023-02-08,N,
C236,이주원,62,여,경기,스탠다드,2023-08-03,N,
C237,권현우,54,남,서울,프리미엄,2023-10-25,N,
C238,임지훈,45,남,서울,베이직,2021-09-06,Y,2024-09-29
C239,최주원,45,여,기타,베이직,2019-02-09,N,
C240,한주원,27,여,서울,스탠다드,2019-12-28,N,
C241,안나연,44,남,경기,프리미엄,2022-05-15,N,
C242,정현우,68,남,대구,프리미엄,2020-10-28,N,
C243,김태양,23,여,서울,프리미엄,2023-05-28,N,
C244,전예은,45,여,기타,스탠다드,2022-03-26,N,
C245,강소율,32,여,경기,스탠다드,2019-11-23,N,
C246,박지은,37,여,인천,스탠다드,2022-01-27,N,
C247,김태양,26,여,서울,스탠다드,2023-01-17,N,
C248,오재현,47,남,서울,베이직,2021-12-02,N,
C249,정혜진,50,여,인천,스탠다드,2019-07-07,N,
C250,전서연,38,여,경기,베이직,2024-03-30,N,
C251,권다은,42,여,기타,프리미엄,2020-11-04,Y,2024-12-12
C252,윤지은,26,여,서울,프리미엄,2020-06-06,N,
C253,신현우,32,여,인천,프리미엄,2022-02-26,N,
C254,류건우,31,남,인천,베이직,2022-12-20,N,
C255,전성민,49,남,서울,스탠다드,2019-05-28,N,
C256,윤승우,55,여,인천,스탠다드,2020-07-24,N,
C257,정서연,61,남,서울,베이직,2019-10-23,N,
C258,권채원,33,남,경기,프리미엄,2021-05-09,N,
C259,이지은,42,남,대구,프리미엄,2020-11-26,N,
C260,권주원,68,여,서울,스탠다드,2022-12-10,N,
C261,조지은,51,여,서울,프리미엄,2023-12-21,N,
C262,권준혁,68,여,서울,프리미엄,2021-07-18,N,
C263,조지훈,69,여,경기,스탠다드,2020-12-14,N,
C264,이주원,36,여,부산,스탠다드,2023-10-07,N,
C265,신재현,40,여,기타,프리미엄,2021-03-13,N,
C266,오민지,57,여,인천,스탠다드,2024-05-31,N,
C267,강준혁,22,남,대구,베이직,2019-01-15,N,
C268,오현우,58,여,대구,프리미엄,2019-08-10,N,
C269,조혜진,40,남,서울,베이직,2020-03-25,N,
C270,황지훈,58,여,부산,프리미엄,2020-01-05,N,
C271,정경수,31,여,서울,스탠다드,2023-01-28,N,
C272,최도윤,26,여,부산,베이직,2023-10-02,Y,2024-08-22
C273,전준혁,23,남,서울,베이직,2019-10-06,N,
C274,이혜진,32,여,서울,스탠다드,2020-02-17,N,
C275,조소율,38,여,기타,스탠다드,2024-02-02,N,
C276,신지아,45,남,부산,프리미엄,2021-07-07,Y,2024-11-07
C277,최다은,63,여,기타,스탠다드,2023-08-14,N,
C278,정유진,23,남,서울,스탠다드,2020-01-27,Y,2024-09-29
C279,전하은,40,여,서울,프리미엄,2023-11-13,N,
C280,조다은,54,남,경기,베이직,2021-02-04,Y,2024-08-14
C281,오민지,61,남,기타,프리미엄,2023-07-05,N,
C282,김소율,40,여,부산,베이직,2020-07-04,N,
C283,정동현,65,남,대구,프리미엄,2020-12-17,N,
C284,최재현,29,여,인천,스탠다드,2021-06-14,N,
C285,장수아,64,남,서울,프리미엄,2022-10-13,N,
C286,송재원,29,여,경기,스탠다드,2019-04-04,N,
C287,오지아,57,남,서울,프리미엄,2022-06-15,N,
C288,장건우,48,남,기타,스탠다드,2019-12-25,N,
C289,송서연,29,남,서울,베이직,2022-12-24,N,
C290,신혜진,35,여,부산,스탠다드,2023-05-07,N,
C291,윤서연,26,여,경기,프리미엄,2022-04-17,N,
C292,신태양,34,남,서울,프리미엄,2022-09-14,N,
C293,신태양,46,남,경기,베이직,2024-02-21,N,
C294,안지훈,63,남,기타,베이직,2023-05-22,N,
C295,신재현,37,여,대구,스탠다드,2021-12-10,Y,2024-09-07
C296,정지현,54,여,부산,스탠다드,2022-06-24,N,
C297,안채원,34,남,기타,스탠다드,2023-12-06,N,
C298,정준혁,26,남,서울,프리미엄,2019-10-03,N,
C299,윤수아,29,남,대구,베이직,2020-08-24,N,
C300,류지아,46,여,경기,스탠다드,2021-12-01,N,
C301,오민준,44,여,서울,베이직,2019-04-21,N,
C302,박성민,54,여,서울,베이직,2021-11-25,N,
C303,한지훈,66,여,부산,베이직,2021-10-28,N,
C304,정성민,65,남,서울,프리미엄,2020-04-22,N,
C305,임나연,23,남,서울,프리미엄,2020-02-10,N,
C306,이민준,61,남,경기,스탠다드,2020-05-06,N,
C307,윤하은,45,여,경기,스탠다드,2019-04-27,N,
C308,윤유진,51,여,서울,프리미엄,2019-09-18,N,
C309,박성민,58,남,경기,베이직,2019-10-20,Y,2024-09-26
C310,박지현,26,남,대구,스탠다드,2021-04-13,N,
C311,한유진,53,남,대구,프리미엄,2023-06-17,N,
C312,김수아,68,남,기타,베이직,2020-07-24,Y,2024-11-25
C313,최시우,53,남,경기,스탠다드,2019-02-08,N,
C314,강소율,55,남,기타,프리미엄,2022-12-13,N,
C315,한혜진,39,남,인천,스탠다드,2024-05-08,N,
C316,윤다은,57,남,경기,베이직,2019-03-05,N,
C317,신승우,46,남,경기,프리미엄,2023-06-12,N,
C318,김지훈,30,여,서울,스탠다드,2019-06-28,N,
C319,오주원,67,남,서울,프리미엄,2020-11-02,N,
C320,장승우,34,남,대구,베이직,2021-11-27,N,
C321,김수아,55,여,경기,베이직,2019-09-22,N,
C322,최준혁,41,여,경기,스탠다드,2023-05-30,N,
C323,임소율,63,남,경기,프리미엄,2023-04-01,N,
C324,안주원,29,여,부산,프리미엄,2019-05-28,N,
C325,이성민,36,남,대구,베이직,2019-09-14,N,
C326,최승우,63,여,서울,베이직,2023-08-31,N,
C327,한다은,60,남,서울,스탠다드,2019-12-17,N,
C328,안지현,36,남,서울,프리미엄,2020-03-18,N,
C329,박승우,30,여,기타,베이직,2023-11-19,N,
C330,강지아,67,여,서울,프리미엄,2019-02-19,N,
C331,권도윤,30,남,경기,스탠다드,2020-01-08,N,
C332,장태양,41,남,경기,스탠다드,2022-07-13,N,
C333,송성민,70,여,대구,스탠다드,2024-06-27,N,
C334,장승우,50,남,경기,프리미엄,2022-02-24,N,
C335,장유진,21,남,서울,스탠다드,2021-11-30,N,
C336,강승우,52,여,경기,스탠다드,2020-11-19,N,
C337,조재원,64,남,부산,프리미엄,2024-05-25,N,
C338,서소율,34,여,기타,프리미엄,2022-12-30,N,
C339,김민준,44,여,서울,프리미엄,2021-11-24,N,
C340,최채원,50,남,경기,스탠다드,2024-06-16,N,
C341,신건우,58,남,인천,프리미엄,2023-08-15,N,
C342,조도윤,65,남,서울,스탠다드,2020-07-16,N,
C343,임유진,50,남,부산,베이직,2024-01-23,N,
C344,한채원,62,여,서울,스탠다드,2022-02-09,N,
C345,윤지훈,27,여,경기,베이직,2022-02-27,N,
C346,장혜진,56,여,부산,스탠다드,2022-04-19,Y,2024-09-30
C347,한다은,53,여,인천,프리미엄,2019-09-23,N,
C348,송준혁,48,여,인천,베이직,2023-03-29,N,
C349,강예은,68,여,서울,프리미엄,2021-07-05,N,
C350,한유진,68,여,서울,스탠다드,2023-07-12,N,
C351,김수빈,37,여,경기,베이직,2022-01-27,N,
C352,김준혁,30,여,기타,베이직,2024-06-10,Y,2024-11-02
C353,김건우,40,남,기타,프리미엄,2019-04-18,N,
C354,김하은,34,남,서울,스탠다드,2019-02-16,N,
C355,강수빈,62,남,기타,스탠다드,2022-01-17,N,
C356,임동현,47,남,경기,프리미엄,2021-08-22,N,
C357,장태양,27,여,부산,베이직,2020-10-11,N,
C358,최승우,22,남,서울,베이직,2023-02-01,N,
C359,서현우,24,남,경기,스탠다드,2019-03-13,N,
C360,한소율,36,남,경기,프리미엄,2019-08-24,N,
C361,최지훈,45,여,경기,프리미엄,2021-08-01,Y,2024-09-12
C362,전준혁,69,여,서울,스탠다드,2023-11-29,N,
C363,송현우,37,남,기타,스탠다드,2020-10-31,N,
C364,황채원,32,남,서울,스탠다드,2020-10-21,N,
C365,오채원,56,남,경기,프리미엄,2019-03-04,N,
C366,윤하은,28,여,서울,스탠다드,2019-06-08,N,
C367,강지현,64,여,경기,프리미엄,2023-11-17,N,
C368,류도윤,66,남,대구,베이직,2021-09-13,N,
C369,이재현,47,남,서울,스탠다드,2021-01-12,N,
C370,강민지,46,여,서울,프리미엄,2020-07-18,N,
C371,황지은,61,여,인천,프리미엄,2022-01-25,N,
C372,황혜진,50,여,경기,스탠다드,2019-05-25,N,
C373,장경수,32,남,서울,스탠다드,2022-05-03,N,
C374,조시우,22,남,경기,스탠다드,2019-02-03,N,
C375,송수아,21,여,인천,프리미엄,2020-07-24,N,
C376,박유진,39,여,기타,프리미엄,2022-09-18,N,
C377,조수아,64,여,서울,스탠다드,2023-10-12,N,
C378,이하은,26,여,대구,프리미엄,2023-09-13,N,
C379,황민지,25,남,인천,스탠다드,2020-01-20,N,
C380,강지아,20,남,경기,스탠다드,2024-06-18,N,
C381,한태양,22,여,서울,베이직,2020-11-06,N,
C382,안예은,51,남,서울,프리미엄,2022-12-06,N,
C383,신지아,69,여,경기,스탠다드,2019-11-27,N,
C384,송하은,35,여,경기,베이직,2024-02-17,Y,2024-11-09
C385,임도윤,52,남,서울,프리미엄,2019-08-02,N,
C386,임지은,62,여,부산,베이직,2023-10-04,N,
C387,임수빈,53,여,기타,베이직,2023-06-05,N,
C388,조유진,40,남,서울,프리미엄,2022-08-05,N,
C389,정수빈,62,여,경기,프리미엄,2020-05-19,N,
C390,장동현,60,여,인천,베이직,2022-05-30,N,
C391,송유진,27,여,기타,스탠다드,2019-05-05,N,
C392,임하은,45,여,서울,스탠다드,2019-05-07,N,
C393,이다은,70,남,대구,베이직,2020-02-01,N,
C394,안혜진,52,여,서울,프리미엄,2021-12-17,N,
C395,조민지,63,여,부산,스탠다드,2024-03-18,N,
C396,송재현,46,여,경기,베이직,2024-04-23,Y,2024-11-11
C397,장경수,41,여,기타,프리미엄,2019-09-24,N,
C398,권동현,28,여,인천,스탠다드,2023-02-25,N,
C399,황수아,45,여,인천,베이직,2021-06-23,N,
C400,류지아,29,남,서울,프리미엄,2022-07-18,N,
C401,한준혁,61,여,경기,베이직,2021-08-29,N,
C402,전하은,20,남,대구,베이직,2019-01-12,Y,2024-11-16
C403,서성민,46,여,서울,스탠다드,2024-03-12,N,
C404,정예은,25,남,부산,베이직,2024-04-27,N,
C405,권경수,39,남,부산,베이직,2023-06-19,N,
C406,정예은,63,남,기타,스탠다드,2023-12-22,N,
C407,박서연,57,여,서울,스탠다드,2022-01-28,N,
C408,황도윤,40,여,서울,베이직,2020-12-21,N,
C409,박태양,61,남,서울,베이직,2020-04-16,Y,2024-07-16
C410,오지아,36,남,서울,베이직,2023-04-22,N,
C411,이유진,70,여,부산,프리미엄,2023-03-13,N,
C412,김혜진,52,여,서울,프리미엄,2022-12-18,N,
C413,김시우,55,남,경기,베이직,2019-10-20,N,
C414,송민지,37,여,서울,프리미엄,2019-05-03,N,
C415,조민준,45,남,서울,프리미엄,2022-04-09,N,
C416,윤성민,25,여,경기,스탠다드,2023-07-12,N,
C417,송지훈,48,여,인천,베이직,2023-04-12,N,
C418,전현우,56,여,서울,프리미엄,2020-09-22,Y,2024-07-05
C419,오태양,42,남,경기,스탠다드,2021-12-08,N,
C420,류준혁,70,여,서울,스탠다드,2022-02-13,N,
C421,송지은,48,여,부산,프리미엄,2020-05-08,N,
C422,임다은,51,여,서울,베이직,2019-12-06,N,
C423,장현우,29,여,서울,베이직,2024-02-14,N,
C424,황혜진,51,여,경기,베이직,2020-01-26,N,
C425,신수아,28,여,서울,프리미엄,2020-04-09,N,
C426,정주원,66,남,기타,스탠다드,2020-08-05,N,
C427,정건우,49,여,서울,베이직,2023-04-26,N,
C428,권유진,48,남,기타,스탠다드,2020-05-14,N,
C429,조동현,40,남,경기,스탠다드,2022-04-18,N,
C430,김승우,64,여,서울,스탠다드,2021-10-19,N,
C431,서지아,66,여,경기,프리미엄,2020-01-31,N,
C432,신재원,47,남,기타,스탠다드,2024-04-30,N,
C433,오재원,53,남,서울,프리미엄,2021-03-01,N,
C434,전예은,39,남,서울,스탠다드,2019-12-26,N,
C435,박준혁,61,여,서울,베이직,2022-09-18,N,
C436,최태양,36,남,서울,베이직,2019-09-18,N,
C437,오도윤,35,여,기타,스탠다드,2021-01-08,N,
C438,강경수,27,남,기타,스탠다드,2023-06-19,N,
C439,서다은,57,여,기타,프리미엄,2022-02-27,N,
C440,전지은,59,여,서울,프리미엄,2022-05-24,N,
C441,황민지,43,여,경기,스탠다드,2021-12-04,N,
C442,정하은,46,남,대구,프리미엄,2020-04-12,N,
C443,임주원,34,여,기타,베이직,2022-01-10,N,
C444,강주원,35,여,기타,스탠다드,2022-11-15,N,
C445,조지훈,46,여,경기,베이직,2019-05-27,N,
C446,최다은,28,남,경기,프리미엄,2021-08-16,N,
C447,전다은,39,여,인천,프리미엄,2020-10-16,N,
C448,송예은,21,여,서울,프리미엄,2019-11-25,N,
C449,전건우,31,남,서울,베이직,2022-03-31,Y,2024-11-30
C450,한현우,24,여,부산,스탠다드,2019-06-15,N,
C451,강수아,56,남,경기,프리미엄,2019-03-29,N,
C452,정지현,67,남,부산,스탠다드,2022-11-11,N,
C453,조민준,45,남,인천,베이직,2019-10-15,N,
C454,정현우,52,남,경기,스탠다드,2019-08-09,N,
C455,이지훈,22,여,기타,베이직,2021-07-24,N,
C456,정태양,42,남,서울,베이직,2019-06-15,Y,2024-11-19
C457,정태양,48,여,인천,프리미엄,2020-06-20,N,
